Year,Carrier Airline Code,Carrier Name,Airport,Airport Name,Total Arriving Flights,Flights Delay More Than 15 Min,Carrier Delay Count,Weather Delay,NAS Delay Count,Security Delay,Late Aircraft Delay,Cancelled Arriving Flight,Arrival Flight Diverted,Total Arrival Delay,Avg Carrier Delay,Avg Weather Delay,Avg NAS Delay,Avg Security Delay,Avg Late Aircraft Delay,Month
2024,WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",1022,256,79.3,3.01,83.66,0,90.03,9,0,13900,3863,240,3778,0,6019,December
2024,WN,Southwest Airlines,LGB,"Long Beach, CA: Long Beach Airport",1342,232,66.72,4.62,57.97,0,102.68,15,12,13933,3131,509,3977,0,6316,December
2024,WN,Southwest Airlines,LIH,"Lihue, HI: Lihue Airport",279,21,10.87,0,2.03,1,7.1,0,0,1088,693,0,42,15,338,December
2024,WN,Southwest Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",215,42,15.54,0.34,5,0,21.12,0,0,2324,693,29,344,0,1258,December
2024,WN,Southwest Airlines,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",322,57,19.37,0.51,8.99,0,28.14,2,1,3608,1001,65,482,0,2060,December
2024,WN,Southwest Airlines,MCI,"Kansas City, MO: Kansas City International",1948,369,123.98,3.99,34.74,1.67,204.62,4,1,20428,5537,289,1108,45,13449,December
2024,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3707,744,225.09,12.5,161.76,3.58,341.06,8,8,49104,13504,1097,9197,118,25188,December
2024,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",5401,998,301.45,6.07,179.07,1.93,509.47,26,11,55207,15312,580,6205,107,33003,December
2024,WN,Southwest Airlines,MEM,"Memphis, TN: Memphis International",308,71,28.88,0.88,8.35,0,32.89,0,1,4864,1464,41,325,0,3034,December
2024,WN,Southwest Airlines,MHT,"Manchester, NH: Manchester Boston Regional",226,50,19.67,0,3.09,0.11,27.13,1,0,2385,820,0,123,10,1432,December
2024,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",383,95,29.87,0.87,37,0,27.26,3,0,5804,1740,130,2308,0,1626,December
2024,WN,Southwest Airlines,MKE,"Milwaukee, WI: General Mitchell International",781,163,63.21,1,18.38,1,79.4,1,1,8133,2784,18,792,99,4440,December
2024,WN,Southwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",602,111,40.3,0,20.74,0,49.96,2,0,6069,1714,0,807,0,3548,December
2024,WN,Southwest Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1549,292,88.95,1.89,49.83,2.17,149.16,3,2,16961,3904,283,1810,80,10884,December
2024,WN,Southwest Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",55,16,6.24,1.09,2.7,0,5.97,0,1,745,211,37,136,0,361,December
2024,WN,Southwest Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",143,29,14.02,0.1,2.51,0,12.37,0,0,1323,443,5,118,0,757,December
2024,WN,Southwest Airlines,OAK,"Oakland, CA: Metro Oakland International",2713,475,121.87,4.87,52.22,2.28,293.76,28,2,27478,6988,424,1837,42,18187,December
2024,WN,Southwest Airlines,OGG,"Kahului, HI: Kahului Airport",522,43,22.72,0,1.57,0,18.7,2,0,1692,986,0,29,0,677,December
2024,WN,Southwest Airlines,OKC,"Oklahoma City, OK: Will Rogers World",600,124,48.07,1.51,10.05,1,63.37,0,0,6889,2080,84,303,15,4407,December
2024,WN,Southwest Airlines,OMA,"Omaha, NE: Eppley Airfield",679,132,43.3,0,21.09,0.24,67.37,2,2,6725,1758,0,755,16,4196,December
2024,WN,Southwest Airlines,ONT,"Ontario, CA: Ontario International",929,166,61.77,1.4,12.41,0,90.42,0,0,9340,2746,219,522,0,5853,December
2024,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",428,69,21.4,1.26,8.5,0,37.85,0,0,4433,1070,82,326,0,2955,December
2024,WN,Southwest Airlines,ORF,"Norfolk, VA: Norfolk International",253,66,30.23,0,10.82,0,24.95,0,0,2637,992,0,388,0,1257,December
2024,WN,Southwest Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",215,61,16.45,0,23.58,0,20.97,1,0,4382,1051,0,1558,0,1773,December
2024,WN,Southwest Airlines,PDX,"Portland, OR: Portland International",764,174,61.83,0.16,24.87,1.83,85.31,0,0,9053,2842,17,872,59,5263,December
2024,WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",450,96,33.34,0.97,17.17,0,44.52,0,1,4646,1170,66,651,0,2759,December
2024,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5916,929,267.33,8.61,97.2,4.21,551.64,36,2,56344,13757,1169,3706,138,37574,December
2024,WN,Southwest Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",837,185,62.26,2.47,25.22,0.63,94.42,1,2,10846,3207,269,874,12,6484,December
2024,WN,Southwest Airlines,PNS,"Pensacola, FL: Pensacola International",141,32,7.45,1.51,5.59,0,17.45,0,0,2739,485,296,328,0,1630,December
2024,WN,Southwest Airlines,PSP,"Palm Springs, CA: Palm Springs International",206,44,13.41,0,3.73,0,26.86,0,0,2243,569,0,172,0,1502,December
2024,WN,Southwest Airlines,PVD,"Providence, RI: Rhode Island Tf Green International",405,103,39.4,0,16.25,0,47.35,0,0,4552,1588,0,582,0,2382,December
2024,WN,Southwest Airlines,PWM,"Portland, ME: Portland International Jetport",106,27,10.57,0,2,0,14.43,0,0,1043,368,0,154,0,521,December
2024,WN,Southwest Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",803,162,61.42,2.29,11.19,0.43,86.67,1,1,9548,2758,334,425,13,6018,December
2024,WN,Southwest Airlines,RIC,"Richmond, VA: Richmond International",170,39,19.08,0,3.58,0,16.34,0,0,1886,910,0,129,0,847,December
2024,WN,Southwest Airlines,RNO,"Reno, NV: Reno/Tahoe International",725,133,43.24,1,18.2,0,70.55,7,2,8241,2744,46,732,0,4719,December
2024,WN,Southwest Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",123,25,8.41,0,2.31,0,14.28,0,0,1145,372,0,116,0,657,December
2024,WN,Southwest Airlines,RSW,"Fort Myers, FL: Southwest Florida International",710,174,63.72,0.87,39.7,0,69.72,4,9,9586,3480,33,2003,0,4070,December
2024,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2835,734,174.66,22.79,250.41,0,286.14,89,57,52016,10637,3393,18708,0,19278,December
2024,WN,Southwest Airlines,SAT,"San Antonio, TX: San Antonio International",1402,289,84.82,3.62,40.03,0,160.53,5,2,17098,3786,236,1584,0,11492,December
2024,WN,Southwest Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",198,51,19.9,1.25,8.39,0,21.47,0,0,2624,736,262,323,0,1303,December
2024,WN,Southwest Airlines,SBA,"Santa Barbara, CA: Santa Barbara Municipal",139,21,3.18,1,3.9,0,12.91,3,2,1095,126,103,144,0,722,December
2024,WN,Southwest Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",391,85,33.04,0.91,11.27,1,38.78,0,0,4370,1728,57,307,20,2258,December
2024,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",558,129,45.2,0,20.95,0,62.84,1,1,6043,1944,0,641,0,3458,December
2024,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",646,200,55.31,2.08,71.26,0.2,71.16,3,0,11573,3064,100,3879,6,4524,December
2024,WN,Southwest Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2360,415,105.25,2.46,44.42,3.16,259.71,33,2,23518,5182,193,1938,134,16071,December
2024,WN,Southwest Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",323,77,33.41,0.77,14.97,0.48,27.38,0,1,3268,1314,43,427,11,1473,December
2024,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",956,221,81.72,1.84,26.88,0,110.56,1,2,12441,3710,287,889,0,7555,December
2024,WN,Southwest Airlines,SMF,"Sacramento, CA: Sacramento International",2569,533,142.51,3.22,92.94,2.71,291.62,17,0,31582,7426,239,3530,164,20223,December
2024,WN,Southwest Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1256,204,66.05,1,21.92,0.81,114.22,18,5,11507,3382,129,1347,17,6632,December
2024,WN,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",289,72,27.11,0,14.28,1,29.61,3,2,3517,1137,0,532,23,1825,December
2024,WN,Southwest Airlines,STL,"St. Louis, MO: St Louis Lambert International",3466,598,193.18,4.93,72.64,1.33,325.92,9,1,32199,11510,801,2364,35,17489,December
2024,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",1946,431,124.83,2.99,110.05,2.64,190.49,5,6,23447,5740,207,5600,79,11821,December
2024,WN,Southwest Airlines,TUL,"Tulsa, OK: Tulsa International",444,78,33.27,0.39,2.89,0,41.45,1,2,4455,1444,53,108,0,2850,December
2024,WN,Southwest Airlines,TUS,"Tucson, AZ: Tucson International",407,70,21.55,0.42,8.25,0,39.78,2,1,4105,929,38,245,0,2893,December
2024,WN,Southwest Airlines,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",110,19,7.45,1.42,0.65,0,9.49,2,2,1444,424,186,91,0,743,December
2024,WN,Southwest Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",961,133,39.07,1.75,29.47,0,62.71,6,0,6000,1454,164,998,0,3384,November
2024,WN,Southwest Airlines,ALB,"Albany, NY: Albany International",284,43,20.95,0,8.11,0,13.94,1,0,1820,862,0,320,0,638,November
2024,WN,Southwest Airlines,AMA,"Amarillo, TX: Rick Husband Amarillo International",158,18,3.39,0.66,3.36,0,10.59,1,0,1312,276,93,160,0,783,November
2024,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2449,315,95.19,1.05,83.27,2.71,132.78,3,0,13868,4388,68,2670,53,6689,November
2024,WN,Southwest Airlines,AUS,"Austin, TX: Austin - Bergstrom International",3063,417,106.87,5.86,114.7,1.79,187.79,8,4,19215,4666,548,4368,39,9594,November
2024,WN,Southwest Airlines,BDL,"Hartford, CT: Bradley International",343,67,26.43,0.88,7.95,0,31.74,0,0,2732,1014,79,304,0,1335,November
2024,WN,Southwest Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",386,44,18.57,0,7.82,0,17.62,2,0,1834,882,0,292,0,660,November
2024,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4237,479,147.17,2.39,61.39,3,265.05,10,0,23146,8064,143,2085,136,12718,November
2024,WN,Southwest Airlines,BOI,"Boise, ID: Boise Air Terminal",419,60,18.38,0,9.85,0,31.78,1,0,2254,546,0,273,0,1435,November
2024,WN,Southwest Airlines,BOS,"Boston, MA: Logan International",539,90,28.39,2.41,30.38,0,28.83,1,0,4801,1749,142,1572,0,1338,November
2024,WN,Southwest Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",424,66,36.05,0,6.62,0,23.32,0,0,3785,2339,0,211,0,1235,November
2024,WN,Southwest Airlines,BUR,"Burbank, CA: Bob Hope",1655,232,66.24,0.48,50.63,0.39,114.26,6,2,10390,2884,20,1593,26,5867,November
2024,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5818,575,179.19,1.54,92.06,3.82,298.38,10,1,28573,10803,137,2732,86,14815,November
2024,WN,Southwest Airlines,BZN,"Bozeman, MT: Bozeman Yellowstone International",123,17,5.87,0,6.99,0,4.14,0,0,564,193,0,238,0,133,November
2024,WN,Southwest Airlines,CHS,"Charleston, SC: Charleston AFB/International",251,40,18.14,0.51,2.67,0,18.68,0,0,1763,669,20,115,0,959,November
2024,WN,Southwest Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",390,61,22.86,0.34,9.52,0,28.27,0,1,2603,930,15,393,0,1265,November
2024,WN,Southwest Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",270,59,19.75,0.46,16.93,0,21.86,0,1,2326,730,27,522,0,1047,November
2024,WN,Southwest Airlines,CMH,"Columbus, OH: John Glenn Columbus International",968,132,52.21,0.61,25.91,2,51.27,5,2,5695,2319,11,868,152,2345,November
2024,WN,Southwest Airlines,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",386,44,16.86,1.43,11.23,0,14.48,11,0,1962,808,61,498,0,595,November
2024,WN,Southwest Airlines,CRP,"Corpus Christi, TX: Corpus Christi International",78,5,0.48,0,1.02,0.1,3.4,1,0,227,24,0,22,11,170,November
2024,WN,Southwest Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",169,25,11.15,0.64,5.63,0,7.58,0,0,1139,409,25,166,0,539,November
2024,WN,Southwest Airlines,DAL,"Dallas, TX: Dallas Love Field",5780,867,229.26,17.95,297.66,2,320.13,53,39,46034,10809,1810,16483,46,16886,November
2024,WN,Southwest Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",1267,177,62.04,0.97,41.37,0.44,72.18,3,2,8553,3273,147,1511,14,3608,November
2024,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",7340,939,254.23,11.34,276.35,6.82,390.27,73,2,42486,11715,903,9810,586,19472,November
2024,WN,Southwest Airlines,DSM,"Des Moines, IA: Des Moines International",145,12,2.28,0,2.14,0,7.58,0,0,517,87,0,85,0,345,November
2024,WN,Southwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",329,38,10,0,6.82,0,21.18,0,0,1738,440,0,295,0,1003,November
2024,WN,Southwest Airlines,ECP,"Panama City, FL: Northwest Florida Beaches International",151,11,5.08,0,0.58,0,5.33,0,0,566,282,0,21,0,263,November
2024,WN,Southwest Airlines,ELP,"El Paso, TX: El Paso International",797,103,28.83,0,19.55,0,54.61,2,0,5909,1607,0,1510,0,2792,November
2024,WN,Southwest Airlines,EUG,"Eugene, OR: Mahlon Sweet Field",116,12,3.54,0.08,2.5,0,5.88,0,0,606,160,12,57,0,377,November
2024,WN,Southwest Airlines,FAT,"Fresno, CA: Fresno Yosemite International",118,12,6.5,0.33,1.63,0,3.54,0,0,532,283,25,49,0,175,November
2024,WN,Southwest Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1081,122,45.1,0.76,19.61,0,56.53,1,0,4723,1633,117,586,0,2387,November
2024,WN,Southwest Airlines,GEG,"Spokane, WA: Spokane International",309,47,15.11,0.44,10.33,0,21.13,0,0,1861,580,17,429,0,835,November
2024,WN,Southwest Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",145,16,4.86,0,6.65,0,4.49,0,0,687,211,0,322,0,154,November
2024,WN,Southwest Airlines,GSP,"Greer, SC: Greenville-Spartanburg International",119,16,4.5,0,1.8,0,9.71,0,0,501,163,0,64,0,274,November
2024,WN,Southwest Airlines,HDN,"Hayden, CO: Yampa Valley",30,8,1.63,0,5.07,0,1.3,0,0,412,77,0,276,0,59,November
2024,WN,Southwest Airlines,HNL,"Honolulu, HI: Daniel K Inouye International",1137,53,23.75,0,12.69,0,16.56,0,4,2312,1342,0,339,0,631,November
2024,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",4159,482,140.4,4.76,128.88,4.28,203.67,12,8,25257,7073,386,6031,146,11621,November
2024,WN,Southwest Airlines,HRL,"Harlingen/San Benito, TX: Valley International",199,20,4.75,0,1.25,0,14,1,0,902,132,0,52,0,718,November
2024,WN,Southwest Airlines,IAD,"Washington, DC: Washington Dulles International",102,13,3.92,1.03,5.29,0,2.76,0,0,569,177,66,258,0,68,November
2024,WN,Southwest Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",145,22,9.4,0.27,3.34,0,8.98,0,0,987,425,21,144,0,397,November
2024,WN,Southwest Airlines,IND,"Indianapolis, IN: Indianapolis International",929,112,33.37,1.28,26.55,0,50.81,6,0,5122,1766,57,899,0,2400,November
2024,WN,Southwest Airlines,ISP,"Islip, NY: Long Island MacArthur",219,26,13.79,0.27,1.42,0.14,10.38,0,1,987,408,32,105,8,434,November
2024,WN,Southwest Airlines,ITO,"Hilo, HI: Hilo International",149,6,3,0,2,0,1,0,0,174,58,0,59,0,57,November
2024,WN,Southwest Airlines,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",117,13,5.46,0,0.38,0,7.16,0,0,790,334,0,9,0,447,November
2024,WN,Southwest Airlines,JAX,"Jacksonville, FL: Jacksonville International",396,69,21.21,2.39,13.73,0,31.67,0,0,2862,784,289,489,0,1300,November
2024,WN,Southwest Airlines,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",268,18,8.22,0,4.11,0.59,5.09,0,0,737,341,0,159,44,193,November
2024,WN,Southwest Airlines,LAS,"Las Vegas, NV: Harry Reid International",7031,910,231.5,10.65,226.65,4.46,436.74,17,7,44620,12161,786,9649,158,21866,November
2024,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2049,282,96.25,0.87,35.76,2,147.11,5,1,13746,4589,44,1208,85,7820,November
2024,WN,Southwest Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",222,35,7.52,1.12,8.03,0,18.33,2,0,1618,273,82,353,0,910,November
2024,WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",958,123,43.88,1.04,35.68,1.16,41.25,1,0,5987,2315,53,1529,34,2056,November
2024,WN,Southwest Airlines,LGB,"Long Beach, CA: Long Beach Airport",1308,140,43.43,2.09,20.84,0,73.64,3,0,6327,2187,175,700,0,3265,November
2024,WN,Southwest Airlines,LIH,"Lihue, HI: Lihue Airport",268,14,6.69,0,3.94,1,2.37,0,1,512,235,0,94,60,123,November
2024,WN,Southwest Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",203,28,10.09,0,3.71,0,14.2,1,0,1171,340,0,169,0,662,November
2024,WN,Southwest Airlines,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",312,37,8.35,2.48,8.46,1,16.72,4,2,2034,666,113,305,23,927,November
2024,WN,Southwest Airlines,MCI,"Kansas City, MO: Kansas City International",1865,229,75.17,0.09,39.8,1.76,112.17,4,3,10569,3536,10,1576,84,5363,November
2024,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3581,336,128.24,5.69,47.02,1.92,153.13,4,1,18725,7369,414,1762,41,9139,November
2024,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",5240,552,171.4,9.1,130.6,3,237.9,17,21,30078,9100,1113,7397,55,12413,November
2024,WN,Southwest Airlines,MEM,"Memphis, TN: Memphis International",304,41,17.11,0,5.8,1,17.09,0,0,2130,822,0,374,18,916,November
2024,WN,Southwest Airlines,MHT,"Manchester, NH: Manchester Boston Regional",209,25,13.58,0.3,2.22,0,8.9,0,0,943,531,14,92,0,306,November
2024,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",369,49,16.73,0.55,10.22,0,21.5,0,0,2299,753,49,377,0,1120,November
2024,WN,Southwest Airlines,MKE,"Milwaukee, WI: General Mitchell International",753,94,34.33,0.79,14.57,0,44.31,1,2,3938,1340,69,696,0,1833,November
2024,WN,Southwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",540,64,21.16,0.2,16.32,0,26.32,2,0,3108,1081,7,617,0,1403,November
2024,WN,Southwest Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1529,191,60.92,1.92,40.16,0.38,87.62,2,0,9284,2811,216,1453,8,4796,November
2024,WN,Southwest Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",30,4,1.09,0,0.66,0,2.25,0,0,215,18,0,30,0,167,November
2024,WN,Southwest Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",145,15,7.44,0,2.26,0,5.3,0,0,474,232,0,48,0,194,November
2024,WN,Southwest Airlines,OAK,"Oakland, CA: Metro Oakland International",2659,328,102.79,0.49,55.72,1.5,167.5,9,1,15240,5485,20,1661,64,8010,November
2024,WN,Southwest Airlines,OGG,"Kahului, HI: Kahului Airport",488,20,7.06,0,9.66,0,3.29,0,1,717,306,0,258,0,153,November
2024,WN,Southwest Airlines,OKC,"Oklahoma City, OK: Will Rogers World",599,81,26.65,0.4,17.55,0.79,35.6,2,1,4153,1554,25,771,15,1788,November
2024,WN,Southwest Airlines,OMA,"Omaha, NE: Eppley Airfield",646,64,19.02,1,16.21,0,27.77,2,0,2870,704,21,637,0,1508,November
2024,WN,Southwest Airlines,ONT,"Ontario, CA: Ontario International",930,111,37.76,0.67,13.36,0,59.21,1,1,5065,1560,24,425,0,3056,November
2024,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",404,50,12.31,1.85,16.82,0,19.02,1,0,2184,447,173,647,0,917,November
2024,WN,Southwest Airlines,ORF,"Norfolk, VA: Norfolk International",242,36,13.13,0.27,7.9,0,14.7,0,0,1691,886,18,297,0,490,November
2024,WN,Southwest Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",202,21,8.77,0,7.57,0,4.66,0,0,1241,700,0,375,0,166,November
2024,WN,Southwest Airlines,PDX,"Portland, OR: Portland International",720,120,38.8,0,19.63,0,61.56,3,1,4536,1421,0,570,0,2545,November
2024,WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",448,73,20.77,0.44,22.31,1,28.48,3,1,3149,951,17,745,18,1418,November
2024,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5764,747,218.57,4.29,154.14,2.92,367.08,14,3,34141,10112,425,4416,90,19098,November
2024,WN,Southwest Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",791,95,34.14,1.57,15.75,1.46,42.08,2,0,3624,1102,84,593,140,1705,November
2024,WN,Southwest Airlines,PNS,"Pensacola, FL: Pensacola International",134,14,5.21,0,1.66,0,7.13,0,0,564,247,0,42,0,275,November
2024,WN,Southwest Airlines,PSP,"Palm Springs, CA: Palm Springs International",212,30,12.7,0,5.49,0,11.81,0,0,1082,562,0,189,0,331,November
2024,WN,Southwest Airlines,PVD,"Providence, RI: Rhode Island Tf Green International",391,55,19.82,0.87,9.35,0,24.96,1,0,2484,933,67,324,0,1160,November
2024,WN,Southwest Airlines,PWM,"Portland, ME: Portland International Jetport",110,24,8.57,0.7,4.55,0,10.17,0,0,1051,367,43,123,0,518,November
2024,WN,Southwest Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",776,104,37.4,0.18,15.31,0,51.1,0,0,4340,1227,13,529,0,2571,November
2024,WN,Southwest Airlines,RIC,"Richmond, VA: Richmond International",165,22,9.33,0.13,4.38,0,8.16,0,0,1015,363,10,123,0,519,November
2024,WN,Southwest Airlines,RNO,"Reno, NV: Reno/Tahoe International",664,91,27.29,0.13,16.18,0,47.4,2,6,4427,1239,10,729,0,2449,November
2024,WN,Southwest Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",118,21,10.21,0,0.85,0,9.94,0,0,1001,591,0,20,0,390,November
2024,WN,Southwest Airlines,RSW,"Fort Myers, FL: Southwest Florida International",665,72,20.39,1.1,4.63,0,45.87,0,0,3291,996,27,194,0,2074,November
2024,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2770,540,124.84,7.52,192.54,0.93,214.17,11,4,25459,5111,598,9018,90,10642,November
2024,WN,Southwest Airlines,SAT,"San Antonio, TX: San Antonio International",1331,164,48.05,3.25,33.07,0,79.63,3,4,8170,2350,156,1632,0,4032,November
2024,WN,Southwest Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",197,36,13.83,0,8.31,0,13.85,0,0,1326,575,0,230,0,521,November
2024,WN,Southwest Airlines,SBA,"Santa Barbara, CA: Santa Barbara Municipal",136,11,3.74,0,0.79,0,6.47,1,1,381,91,0,25,0,265,November
2024,WN,Southwest Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",399,51,18.91,0,12.41,1,18.68,1,0,2432,850,0,412,38,1132,November
2024,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",535,91,31.07,1.5,21.68,0,36.75,2,1,4170,1404,71,735,0,1960,November
2024,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",637,210,57.12,7.68,89.07,0,56.14,4,2,14777,3874,1025,6069,0,3809,November
2024,WN,Southwest Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2308,300,67.21,0.98,51.5,0.75,179.56,5,0,13591,3054,58,1619,27,8833,November
2024,WN,Southwest Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",301,42,25.01,0,9.43,0.92,6.64,0,1,1257,688,0,268,24,277,November
2024,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",912,118,31.4,0.03,19.15,0,67.42,2,0,5771,1530,14,663,0,3564,November
2024,WN,Southwest Airlines,SMF,"Sacramento, CA: Sacramento International",2500,338,92.11,1.36,49.71,0.9,193.91,7,0,14566,3480,45,1498,37,9506,November
2024,WN,Southwest Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1233,137,46.72,1.15,16.72,0,72.41,3,0,5331,1986,33,488,0,2824,November
2024,WN,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",287,24,10.22,0,4.27,0,9.51,9,0,1396,668,0,164,0,564,November
2024,WN,Southwest Airlines,STL,"St. Louis, MO: St Louis Lambert International",3296,360,127.58,2.05,52.2,1,177.16,3,3,16074,5678,140,1689,17,8550,November
2024,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",1838,212,73.78,1.99,30.1,0,106.12,9,1,10350,3328,107,1102,0,5813,November
2024,WN,Southwest Airlines,TUL,"Tulsa, OK: Tulsa International",443,54,19.78,0.92,13.76,0,19.55,2,0,2380,696,130,607,0,947,November
